title_link,titles,posted_date,hacking_type,text_loc
https://thehackernews.com/2023/08/critical-adobe-coldfusion-flaw-added-to.html,  Critical Adobe ColdFusion Flaw Added to CISA's Exploited Vulnerability Catalog ," Aug 22, 2023", Vulnerability / Cyber Threat," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has  added  a critical security flaw in Adobe ColdFusion to its Known Exploited Vulnerabilities ( KEV ) catalog, based on evidence of active exploitation."
https://thehackernews.com/2023/08/new-winrar-vulnerability-could-allow.html,  New WinRAR Vulnerability Could Allow Hackers to Take Control of Your PC ," Aug 21, 2023", Vulnerability / Cyber Threat, A high-severity security flaw has been disclosed in the WinRAR utility that could be potentially exploited by a threat actor to achieve remote code execution on Windows systems.
https://thehackernews.com/2023/08/how-to-investigate-oauth-grant-for.html,  How to Investigate an OAuth Grant for Suspicious Activity or Overly Permissive Scopes ," Aug 21, 2023", SaaS Security / Authentication," From a user's perspective, OAuth works like magic. In just a few keystrokes, you can whisk through the account creation process and gain immediate access to whatever new app or integration you're seeking. Unfortunately, few users understand the implications of the permissions they allow when they create a new OAuth grant, making it easy for malicious actors to manipulate employees into giving away unintended access to corporate environments. In one of the  highest-profile examples , Pawn Storm's attacks against the Democratic National Convention and others leveraged OAuth to target victims through social engineering. "
https://thehackernews.com/2023/08/this-malware-turned-thousands-of-hacked.html,  This Malware Turned Thousands of Hacked Windows and macOS PCs into Proxy Servers ," Aug 21, 2023", Malware / Privacy, Threat actors are leveraging access to malware-infected Windows and macOS machines to deliver a proxy server application and use them as exit nodes to reroute proxy requests.
https://thehackernews.com/2023/08/hiatusrat-malware-resurfaces-taiwan.html,  HiatusRAT Malware Resurfaces: Taiwan Firms and U.S. Military Under Attack ," Aug 21, 2023", Cyber Threat / Malware, The threat actors behind the HiatusRAT malware have returned from their hiatus with a new wave of reconnaissance and targeting activity aimed at Taiwan-based organizations and a U.S. military procurement system.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/08/wooflocker-toolkit-hides-malicious.html,  WoofLocker Toolkit Hides Malicious Codes in Images to Run Tech Support Scams ," Aug 19, 2023", Malvertising / Website Security, Cybersecurity researchers have detailed an updated version of an advanced fingerprinting and redirection toolkit called  WoofLocker  that's engineered to conduct tech support scams.
https://thehackernews.com/2023/08/new-juniper-junos-os-flaws-expose.html,  New Juniper Junos OS Flaws Expose Devices to Remote Attacks - Patch Now ," Aug 19, 2023", Network Security / Vulnerability," Networking hardware company Juniper Networks has released an ""out-of-cycle"" security update to address multiple flaws in the J-Web component of Junos OS that could be combined to achieve remote code execution on susceptible installations."
https://thehackernews.com/2023/08/thousands-of-android-malware-apps-using.html,  Thousands of Android Malware Apps Using Stealthy APK Compression to Evade Detection ," Aug 19, 2023", Mobile Security / Malware, Threat actors are using Android Package (APK) files with unknown or unsupported compression methods to elude malware analysis.
https://thehackernews.com/2023/08/14-suspected-cybercriminals-arrested.html,  14 Suspected Cybercriminals Arrested Across Africa in Coordinated Crackdown ," Aug 18, 2023", Cyber Crime / Hacking News," A coordinated law enforcement operation across 25 African countries has led to the arrest of 14 suspected cybercriminals, INTERPOL  announced  Friday."
https://thehackernews.com/2023/08/the-vulnerability-of-zero-trust-lessons.html,  The Vulnerability of Zero Trust: Lessons from the Storm 0558 Hack ," Aug 18, 2023", Network Detection and Response,"  While IT security managers in companies and public administrations rely on the concept of Zero Trust, APTS (Advanced Persistent Threats) are putting its practical effectiveness to the test. Analysts, on the other hand, understand that Zero Trust can only be achieved with comprehensive insight into one's own network.  "
https://thehackernews.com/2023/08/new-wave-of-attack-campaign-targeting.html,  New Wave of Attack Campaign Targeting Zimbra Email Users for Credential Theft ," Aug 18, 2023", Email Seucrity / Cyber Attack," A new ""mass-spreading"" social engineering campaign is targeting users of the Zimbra Collaboration email server with an aim to collect their login credentials for use in follow-on operations."
https://thehackernews.com/2023/08/new-blackcat-ransomware-variant-adopts.html,  New BlackCat Ransomware Variant Adopts Advanced Impacket and RemCom Tools  ," Aug 18, 2023", Cyber Attack / Ransomware, Microsoft on Thursday disclosed that it found a new version of the  BlackCat  ransomware (aka ALPHV and Noberus) that embeds tools like Impacket and RemCom to facilitate lateral movement and remote code execution.
https://thehackernews.com/2023/08/google-chromes-new-feature-alerts-users.html,  Google Chrome's New Feature Alerts Users About Auto-Removal of Malicious Extensions ," Aug 18, 2023", Browser Security / Malware, Google has announced plans to add a new feature in the upcoming version of its Chrome web browser to proactively alert users when an extension they have installed has been removed from the Chrome Web Store.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/nofilter-attack-sneaky-privilege.html,  NoFilter Attack: Sneaky Privilege Escalation Method Bypasses Windows Security ," Aug 17, 2023", Endpoint Security / Vulnerability, A previously undetected attack method called  NoFilter  has been found to abuse the Windows Filtering Platform ( WFP ) to achieve privilege escalation in the Windows operating system.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/08/china-linked-bronze-starlight-group.html,  China-Linked Bronze Starlight Group Targeting Gambling Sector with Cobalt Strike Beacons ," Aug 17, 2023", Cyber Attack / Malware, An ongoing cyber attack campaign originating from China is targeting the Southeast Asian gambling sector to deploy Cobalt Strike beacons on compromised systems. 
https://thehackernews.com/2023/08/new-apple-ios-16-exploit-enables.html,  New Apple iOS 16 Exploit Enables Stealthy Cellular Access Under Fake Airplane Mode ," Aug 17, 2023", Mobile Security / Vulnerability, Cybersecurity researchers have documented a novel post-exploit persistence technique on iOS 16 that could be abused to fly under the radar and maintain access to an Apple device even when the victim believes it is offline.
https://thehackernews.com/2023/08/new-labrat-campaign-exploits-gitlab.html,  New LABRAT Campaign Exploits GitLab Flaw for Cryptojacking and Proxyjacking Activities ," Aug 17, 2023", Cryptojacking / Proxyjacking," A new, financially motivated operation dubbed  LABRAT  has been observed weaponizing a now-patched critical flaw in GitLab as part of a cryptojacking and proxyjacking campaign."
https://thehackernews.com/2023/08/why-you-need-continuous-network.html,  Why You Need Continuous Network Monitoring? ," Aug 17, 2023", Network Security / Pentesting," Changes in the way we work have had significant implications for cybersecurity, not least in network monitoring. Workers no longer sit safely side-by-side on a corporate network, dev teams constantly spin up and tear down systems, exposing services to the internet. Keeping track of these users, changes and services is difficult – internet-facing attack surfaces rarely stay the same for long."
https://thehackernews.com/2023/08/russian-hackers-use-zulip-chat-app-for.html,  Russian Hackers Use Zulip Chat App for Covert C&C in Diplomatic Phishing Attacks ," Aug 17, 2023", Cyber Espionage / Malware, An ongoing campaign targeting ministries of foreign affairs of NATO-aligned countries points to the involvement of Russian threat actors.
https://thehackernews.com/2023/08/cisa-adds-citrix-sharefile-flaw-to-kev.html,  CISA Adds Citrix ShareFile Flaw to KEV Catalog Due to In-the-Wild Attacks ," Aug 17, 2023", Vulnerability / Enterprise Security," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has added a critical security flaw in Citrix ShareFile storage zones controller to its Known Exploited Vulnerabilities ( KEV ) catalog, based on evidence of active in-the-wild exploitation."
https://thehackernews.com/2023/08/whats-state-of-credential-theft-in-2023.html,  What's the State of Credential theft in 2023? ," Aug 16, 2023",,
https://thehackernews.com/2023/08/experts-uncover-weaknesses-in.html,  Experts Uncover Weaknesses in PowerShell Gallery Enabling Supply Chain Attacks ," Aug 16, 2023", Windows Security / Supply Chain, Active flaws in the PowerShell Gallery could be weaponized by threat actors to pull off supply chain attacks against the registry's users.
https://thehackernews.com/2023/08/guide-how-google-workspace-based.html,  Guide: How Google Workspace-based Organizations can leverage Chrome to improve Security ," Aug 16, 2023", Browser Security/ Online Security," More and more organizations are choosing Google Workspace as their default employee toolset of choice. But despite the productivity advantages, this organizational action also incurs a new security debt. Security teams now have to find a way to adjust their security architecture to this new cloud workload."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/google-introduces-first-quantum.html,  Google Introduces First Quantum Resilient FIDO2 Security Key Implementation ," Aug 16, 2023", Password Security / Encryption, Google on Tuesday announced the first quantum resilient FIDO2 security key implementation as part of its OpenSK security keys initiative.
https://thehackernews.com/2023/08/critical-security-flaws-affect-ivanti.html,"  Critical Security Flaws Affect Ivanti Avalanche, Threatening 30,000 Organizations "," Aug 16, 2023", Software Security / Cyber Threat," Multiple critical security flaws have been reported in  Ivanti Avalanche , an enterprise mobile device management solution that's used by 30,000 organizations."
https://thehackernews.com/2023/08/nearly-2000-citrix-netscaler-instances.html,"  Nearly 2,000 Citrix NetScaler Instances Hacked via Critical Vulnerability "," Aug 16, 2023", Vulnerability / Enterprise Security," Nearly 2,000 Citrix NetScaler instances have been compromised with a backdoor by weaponizing a recently disclosed critical security vulnerability as part of a large-scale attack."
https://thehackernews.com/2023/08/cybercriminals-abusing-cloudflare-r2.html,"  Cybercriminals Abusing Cloudflare R2 for Hosting Phishing Pages, Experts Warn "," Aug 15, 2023", Hosting / Phishing, Threat actors' use of Cloudflare R2 to host phishing pages has witnessed a 61-fold increase over the past six months.
https://thehackernews.com/2023/08/catching-catphish-join-expert-webinar.html,  Catching the Catphish: Join the Expert Webinar on Combating Credential Phishing ," Aug 15, 2023", Enterprise Security / Cybersecurity," Is your organization constantly under threat from credential phishing? Even with comprehensive security awareness training, many employees still fall victim to credential phishing scams."
https://thehackernews.com/2023/08/multiple-flaws-found-in-scrutisweb.html,  Multiple Flaws Found in ScrutisWeb Software Exposes ATMs to Remote Hacking ," Aug 15, 2023", Cyber Threat / Software Security," Four security vulnerabilities in the ScrutisWeb ATM fleet monitoring software made by Iagona could be exploited to remotely break into ATMs, upload arbitrary files, and even reboot the terminals."
https://thehackernews.com/2023/08/monti-ransomware-returns-with-new-linux.html,  Monti Ransomware Returns with New Linux Variant and Enhanced Evasion Tactics ," Aug 15, 2023", Linux / Ransomware, The threat actors behind the Monti ransomware have resurfaced after a two-month break with a new Linux version of the encryptor in its attacks targeting government and legal sectors.
https://thehackernews.com/2023/08/malware-unleashed-public-sector-hit-in.html,"  Malware Unleashed: Public Sector Hit in Sudden Surge, Reveals New Report "," Aug 15, 2023", Threat Intelligence / Cyber Attacks," The just-released BlackBerry Global Threat Intelligence Report reveals a 40% increase in cyberattacks against government and public service organizations versus the previous quarter. This includes public transit, utilities, schools, and other government services we rely on daily."
https://thehackernews.com/2023/08/gigabud-rat-android-banking-malware.html,  Gigabud RAT Android Banking Malware Targets Institutions Across Countries ," Aug 15, 2023", Mobile Security / Financial Risk," Account holders of over numerous financial institutions in Thailand, Indonesia, Vietnam, the Philippines, and Peru are being targeted by an Android banking malware called  Gigabud RAT ."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/over-12000-computers-compromised-by.html,"  Over 120,000 Computers Compromised by Info Stealers Linked to Users of Cybercrime Forums "," Aug 15, 2023", Cyber Crime / Threat Intel," A ""staggering"" 120,000 computers infected by stealer malware have credentials associated with cybercrime forums, many of them belonging to malicious actors."
https://thehackernews.com/2023/08/north-korean-hackers-suspected-in-new.html,  North Korean Hackers Suspected in New Wave of Malicious npm Packages ," Aug 15, 2023", Software Security / Supply Chain, The npm package registry has emerged as the target of yet another highly targeted attack campaign that aims to entice developers into downloading malevolent modules.
https://thehackernews.com/2023/08/qwixxrat-new-remote-access-trojan.html,  QwixxRAT: New Remote Access Trojan Emerges via Telegram and Discord ," Aug 14, 2023", Cyber Threat / Malware, A new remote access trojan (RAT) called  QwixxRAT  is being advertised for sale by its threat actor through Telegram and Discord platforms.
https://thehackernews.com/2023/08/ongoing-xurum-attacks-on-e-commerce.html,  Ongoing Xurum Attacks on E-commerce Sites Exploiting Critical Magento 2 Vulnerability ," Aug 14, 2023", Website Security / Vulnerability, E-commerce sites using Adobe's Magento 2 software are the target of an ongoing campaign that has been active since at least January 2023.
https://thehackernews.com/2023/08/identity-threat-detection-and-response.html,  Identity Threat Detection and Response: Rips in Your Identity Fabric ," Aug 14, 2023", Threat Detection / SaaS Security," In today's digital landscape, organizations are increasingly relying on Software-as-a-Service (SaaS) applications to drive their operations. However, this widespread adoption has also opened the doors to new security risks and vulnerabilities."
https://thehackernews.com/2023/08/charming-kitten-targets-iranian.html,  Charming Kitten Targets Iranian Dissidents with Advanced Cyber Attacks ," Aug 14, 2023", Cyber Espionage, Germany's Federal Office for the Protection of the Constitution (BfV) has warned of cyber attacks targeting Iranian persons and organizations in the country since the end of 2022.
https://thehackernews.com/2023/08/new-financial-malware-janelarat-targets.html,  New Financial Malware 'JanelaRAT' Targets Latin American Users ," Aug 14, 2023", Malware / Cyber Threat, Users in Latin America (LATAM) are the target of a financial malware called  JanelaRAT  that's capable of capturing sensitive information from compromised Microsoft Windows systems.
https://thehackernews.com/2023/08/india-passes-new-digital-personal-data.html,"  India Passes New Digital Personal Data Protection Bill (DPDPB), Putting Users' Privacy First "," Aug 14, 2023", Data Protection / Privacy," The Indian President Droupadi Murmu on Friday granted assent to the  Digital Personal Data Protection Bill  ( DPDPB ) after it was unanimously passed by both houses of the parliament last week, marking a significant step towards securing people's information."
https://thehackernews.com/2023/08/multiple-flaws-in-cyberpower-and.html,  Multiple Flaws in CyberPower and Dataprobe Products Put Data Centers at Risk ," Aug 12, 2023", Server Security / Cyber Threat, Multiple security vulnerabilities impacting CyberPower's PowerPanel Enterprise Data Center Infrastructure Management (DCIM) platform and Dataprobe's iBoot Power Distribution Unit (PDU) could be potentially exploited to gain unauthenticated access to these systems and inflict catastrophic damage in target environments.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/zoom-ztp-audiocodes-phones-flaws.html,"  Zoom ZTP & AudioCodes Phones Flaws Uncovered, Exposing Users to Eavesdropping "," Aug 12, 2023", Vulnerability / Privacy, Multiple security vulnerabilities have been disclosed in AudioCodes desk phones and Zoom's Zero Touch Provisioning ( ZTP ) that could be potentially exploited by a malicious attacker to conduct remote attacks.
https://thehackernews.com/2023/08/lolek-bulletproof-hosting-servers.html,"  Lolek Bulletproof Hosting Servers Seized, 5 Key Operators Arrested "," Aug 12, 2023", Cyber Crime / Hosting," European and U.S. law enforcement agencies have announced the dismantling of a bulletproof hosting service provider called  Lolek Hosted , which cybercriminals have used to launch cyber-attacks across the globe."
https://thehackernews.com/2023/08/new-python-url-parsing-flaw-enables.html,  New Python URL Parsing Flaw Could Enable Command Execution Attacks ," Aug 12, 2023", Programming / Vulnerability," A high-severity security flaw has been disclosed in the Python URL parsing function that could be exploited to bypass domain or protocol filtering methods implemented with a blocklist, ultimately resulting in arbitrary file reads and command execution."
https://thehackernews.com/2023/08/researchers-uncover-decade-long-cyber.html,  Researchers Uncover Years-Long Cyber Espionage on Foreign Embassies in Belarus ," Aug 11, 2023", Cyber Espionage / Malware, A hitherto undocumented threat actor operating for nearly a decade and codenamed  MoustachedBouncer  has been attributed to cyber espionage attacks aimed at foreign embassies in Belarus.
https://thehackernews.com/2023/08/enhancing-tls-security-google-adds.html,  Enhancing TLS Security: Google Adds Quantum-Resistant Encryption in Chrome 116 ," Aug 11, 2023", Encryption / Browser Security," Google has announced plans to add support for quantum-resistant encryption algorithms in its Chrome browser, starting with version 116."
https://thehackernews.com/2023/08/researchers-shed-light-on-apt31s.html,  Researchers Shed Light on APT31's Advanced Backdoors and Data Exfiltration Tactics ," Aug 11, 2023", Malware / Cyber Attack," The Chinese threat actor known as APT31 (aka Bronze Vinewood, Judgement Panda, or Violet Typhoon) has been linked to a set of advanced backdoors that are capable of exfiltrating harvested sensitive information to Dropbox."
https://thehackernews.com/2023/08/new-systembc-malware-variant-targets.html,  New SystemBC Malware Variant Targets Southern African Power Company ," Aug 11, 2023", Malware / Cyber Threat, An unknown threat actor has been linked to a cyber attack on a power generation company in southern Africa with a new variant of the SystemBC malware called  DroxiDat  as a precursor to a suspected ransomware attack.
https://thehackernews.com/2023/08/15-new-codesys-sdk-flaws-expose-ot.html,  16 New CODESYS SDK Flaws Expose OT Environments to Remote Attacks ," Aug 11, 2023", Operational Technology / Vulnerability," A set of 16 high-severity security flaws have been disclosed in the  CODESYS V3  software development kit (SDK) that could result in remote code execution and denial-of-service under specific conditions, posing risks to operational technology (OT) environments."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/cisa-adds-microsoft-net-vulnerability.html,  CISA Adds Microsoft .NET Vulnerability to KEV Catalog Due to Active Exploitation ," Aug 11, 2023", Endpoint Security / Vulnerability," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has  added  a recently patched security flaw in Microsoft's .NET and Visual Studio products to its Known Exploited Vulnerabilities ( KEV ) catalog, citing evidence of active exploitation."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/08/new-attack-alert-freezers-injector.html,  New Attack Alert: Freeze[.]rs Injector Weaponized for XWorm Malware Attacks ," Aug 10, 2023", Malware / Cyber Threat, Malicious actors are using a legitimate Rust-based injector called  Freeze[.]rs  to deploy a commodity malware called  XWorm  in victim environments.
https://thehackernews.com/2023/08/new-statc-stealer-malware-emerges-your.html,  New Statc Stealer Malware Emerges: Your Sensitive Data at Risk ," Aug 10, 2023", Malware / Cyber Threat, A new information malware strain called  Statc Stealer  has been found infecting devices running Microsoft Windows to siphon sensitive personal and payment information.
https://thehackernews.com/2023/08/encryption-flaws-in-popular-chinese.html,  Encryption Flaws in Popular Chinese Language App Put Users' Typed Data at Risk ," Aug 10, 2023", Privacy / Encryption, A widely used Chinese language input app for Windows and Android has been found vulnerable to serious security flaws that could allow a malicious interloper to decipher the text typed by users.
https://thehackernews.com/2023/08/emerging-attacker-exploit-microsoft.html,  Emerging Attacker Exploit: Microsoft Cross-Tenant Synchronization ," Aug 10, 2023", Threat Detection / Attack Signal," Attackers continue to target Microsoft identities to gain access to connected Microsoft applications and federated SaaS applications. Additionally, attackers continue to progress their attacks in these environments, not by exploiting vulnerabilities, but by abusing native Microsoft functionality to achieve their objective. The attacker group Nobelium, linked with the SolarWinds attacks, has been documented using native functionality like the creation of Federated Trusts   [1]   to enable persistent access to a Microsoft tenant. "
https://thehackernews.com/2023/08/cybercriminals-increasingly-using.html,  Cybercriminals Increasingly Using EvilProxy Phishing Kit to Target Executives ," Aug 10, 2023", Cyber Threat / Online Security, Threat actors are increasingly using a phishing-as-a-service (PhaaS) toolkit dubbed EvilProxy to pull off account takeover attacks aimed at high-ranking executives at prominent companies.
https://thehackernews.com/2023/08/interpol-busts-phishing-as-service.html,"  Interpol Busts Phishing-as-a-Service Platform '16Shop,' Leading to 3 Arrests "," Aug 10, 2023", Cyber Crime / Hacking," Interpol has announced the takedown of a phishing-as-a-service (PhaaS) platform called 16Shop, in addition to the arrests of three individuals in Indonesia and Japan."
https://thehackernews.com/2023/08/collidepower-downfall-and-inception-new.html,"  Collide+Power, Downfall, and Inception: New Side-Channel Attacks Affecting Modern CPUs "," Aug 09, 2023",,
https://thehackernews.com/2023/08/china-linked-hackers-strike-worldwide.html,  China-Linked Hackers Strike Worldwide: 17 Nations Hit in 3-Year Cyber Campaign ," Aug 09, 2023", Cyber Espionage / Cyber Attacks," Hackers associated with China's Ministry of State Security (MSS) have been linked to attacks in 17 different countries in Asia, Europe, and North America from 2021 to 2023."
https://thehackernews.com/2023/08/continuous-security-validation-with.html,  Continuous Security Validation with Penetration Testing as a Service (PTaaS) ," Aug 09, 2023", Penetration Testing / DevSecOps,  Validate security continuously across your full stack with Pen Testing as a Service. 
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/new-android-14-security-feature-it.html,  New Android 14 Security Feature: IT Admins Can Now Disable 2G Networks ," Aug 09, 2023", Mobile Security / Network Attack, Google has introduced a new security feature in Android 14 that allows IT administrators to disable support for 2G cellular networks in their managed device fleet.
https://thehackernews.com/2023/08/uk-electoral-commission-breach-exposes.html,  U.K. Electoral Commission Breach Exposes Voter Data of 40 Million Britons ," Aug 09, 2023", Data Breach / Cyber Attack," The U.K. Electoral Commission on Tuesday disclosed a ""complex"" cyber attack on its systems that went undetected for over a year, allowing the threat actors to access years worth of voter data belonging to 40 million people."
https://thehackernews.com/2023/08/microsoft-releases-patches-for-74-new.html,  Microsoft Releases Patches for 74 New Vulnerabilities in August Update ," Aug 09, 2023", Software Security / Vulnerability," Microsoft has patched a total of  74 flaws  in its software as part of the company's Patch Tuesday updates for August 2023, down from the voluminous 132 vulnerabilities the company fixed last month."
https://thehackernews.com/2023/08/malicious-campaigns-exploit-weak.html,  Malicious Campaigns Exploit Weak Kubernetes Clusters for Crypto Mining ," Aug 09, 2023", Cloud Security / Kubernetes, Exposed Kubernetes (K8s) clusters are being exploited by malicious actors to deploy cryptocurrency miners and other backdoors.
https://thehackernews.com/2023/08/new-report-exposes-vice-societys.html,  New Report Exposes Vice Society's Collaboration with Rhysida Ransomware ," Aug 09, 2023", Cyber Threat / Ransomware," Tactical similarities have been unearthed between the double extortion ransomware group known as  Rhysida  and  Vice Society , including in their targeting of education and healthcare sectors."
https://thehackernews.com/2023/08/qakbot-malware-operators-expand-c2.html,  QakBot Malware Operators Expand C2 Network with 15 New Servers ," Aug 08, 2023", Malware / Cyber Threat, The operators associated with the QakBot (aka QBot) malware have set up 15 new command-and-control (C2) servers as of late June 2023.
https://thehackernews.com/2023/08/hackers-abusing-cloudflare-tunnels-for.html,  Hackers Abusing Cloudflare Tunnels for Covert Communications ," Aug 08, 2023", Cyber Threat / Network Security, New research has revealed that threat actors are abusing Cloudflare Tunnels to establish covert communication channels from compromised hosts and retain persistent access.
https://thehackernews.com/2023/08/understanding-active-directory-attack.html,  Understanding Active Directory Attack Paths to Improve Security ," Aug 08, 2023", Active Directory / Exposure Management," Introduced in 1999, Microsoft Active Directory is the default identity and access management service in Windows networks, responsible for assigning and enforcing security policies for all network endpoints. With it, users can access various resources across networks. As things tend to do, times, they are a'changin' – and a few years back, Microsoft introduced Azure Active Directory, the cloud-based version of AD to extend the AD paradigm, providing organizations with an Identity-as-a-Service (IDaaS) solution across both the cloud and on-prem apps. (Note that as of July 11th 2023, this service was renamed to  Microsoft Entra ID , but for the sake of simplicity, we'll refer to it as Azure AD in this post)"
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/08/new-yashma-ransomware-variant-targets.html,  New Yashma Ransomware Variant Targets Multiple English-Speaking Countries ," Aug 08, 2023", Endpoint Security / Malware," An unknown threat actor is using a variant of the  Yashma ransomware  to target various entities in English-speaking countries, Bulgaria, China, and Vietnam at least since June 4, 2023."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/08/lolbas-in-wild-11-living-off-land.html,  LOLBAS in the Wild: 11 Living-Off-The-Land Binaries That Could Be Used for Malicious Purposes ," Aug 08, 2023", Malware / Cyber Threat, Cybersecurity researchers have discovered a set of 11 living-off-the-land binaries-and-scripts ( LOLBAS ) that could be maliciously abused by threat actors to conduct post-exploitation activities. 
https://thehackernews.com/2023/08/new-malware-campaign-targets.html,  New Malware Campaign Targets Inexperienced Cyber Criminals with OpenBullet Configs ," Aug 07, 2023", Cyber Crime / Malware, A new malware campaign has been observed making use of malicious OpenBullet configuration files to target inexperienced cyber criminals with the goal of delivering a remote access trojan (RAT) capable of stealing sensitive information.
https://thehackernews.com/2023/08/north-korean-hackers-targets-russian.html,  North Korean Hackers Targets Russian Missile Engineering Firm ," Aug 07, 2023", Cyber Attack," Two different North Korean nation-state actors have been linked to a cyber intrusion against NPO Mashinostroyeniya, a major Russian missile engineering company."
https://thehackernews.com/2023/08/enhancing-security-operations-using.html,  Enhancing Security Operations Using Wazuh: Open Source XDR and SIEM ," Aug 07, 2023", SIEM and XDR Platform," In today's interconnected world, evolving security solutions to meet growing demand is more critical than ever. Collaboration across multiple solutions for intelligence gathering and information sharing is indispensable. The idea of multiple-source intelligence gathering stems from the concept that threats are rarely isolated. Hence, their detection and prevention require a comprehensive understanding of the broader landscape. A comprehensive and robust security framework should be established by aggregating resources, knowledge, and expertise from various sources. This collaborative effort allows for the analysis of diverse data sets, the identification of emerging patterns, and the timely dissemination of crucial information. "
https://thehackernews.com/2023/08/new-deep-learning-attack-deciphers.html,  New 'Deep Learning Attack' Deciphers Laptop Keystrokes with 95% Accuracy ," Aug 07, 2023", Deep Learning / Endpoint Security," A group of academics has devised a ""deep learning-based acoustic side-channel attack"" that can be used to classify laptop keystrokes that are recorded using a nearby phone with 95% accuracy."
https://thehackernews.com/2023/08/new-skidmap-redis-malware-variant.html,  New SkidMap Linux Malware Variant Targeting Vulnerable Redis Servers ," Aug 07, 2023", Data Security / Linux," Vulnerable  Redis services  have been targeted by a ""new, improved, dangerous"" variant of a malware called SkidMap that's engineered to target a wide range of Linux distributions."
https://thehackernews.com/2023/08/fbi-alert-crypto-scammers-are.html,  FBI Alert: Crypto Scammers are Masquerading as NFT Developers ," Aug 07, 2023", Cyber Crime / Cryptocurrency, The U.S. Federal Bureau of Investigation (FBI) is warning about cyber crooks masquerading as legitimate non-fungible token (NFT) developers to steal cryptocurrency and other digital assets from unsuspecting users.
https://thehackernews.com/2023/08/mdr-empowering-organizations-with.html,  MDR: Empowering Organizations with Enhanced Security ," Aug 05, 2023", Managed Detection and Response,"   Managed Detection and Response (MDR)   has emerged as a crucial solution for organizations looking to bolster their security measures. MDR allows businesses to outsource the management of Endpoint Detection and Response (EDR) products deployed across their network domain. With real-time threat-hunting capabilities, MDR services detect and mitigate malicious activities on individual endpoints while promptly alerting the service provider's Security Operations Center (SOC) for further investigation. By leveraging the expertise of security specialists, MDR services relieve organizations of the complexities and criticality associated with security operations."
https://thehackernews.com/2023/08/reptile-rootkit-advanced-linux-malware.html,  Reptile Rootkit: Advanced Linux Malware Targeting South Korean Systems ," Aug 05, 2023", Linux / Malware, Threat actors are using an open-source rootkit called  Reptile  to target Linux systems in South Korea.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/08/microsoft-addresses-critical-power.html,  Microsoft Addresses Critical Power Platform Flaw After Delays and Criticism ," Aug 05, 2023", Vulnerability / Cyber Threat," Microsoft on Friday disclosed that it has addressed a critical security flaw impacting  Power Platform , but not before it came under criticism for its failure to swiftly act on it."
https://thehackernews.com/2023/08/researchers-uncover-new-high-severity.html,  Researchers Uncover New High-Severity Vulnerability in PaperCut Software ," Aug 05, 2023", Vulnerability / Software Security, Cybersecurity researchers have discovered a new high-severity security flaw in  PaperCut  print management software for Windows that could result in remote code execution under specific circumstances.
